,RowNumber,CustomerId,CreditScore,Gender,Balance,NumOfProducts,HasCrCard,IsActiveMember,Age,Geography,EstimatedSalary,Surname,Exited,Tenure
2101,2102,15778934,678,Female,0.0,2,0,1,49,California,98090.69,Napolitani,0,8
2102,2103,15802351,755,Female,90560.3,2,1,1,33,Alabama,42607.69,Beers,0,6
2103,2104,15630241,594,Male,62391.22,1,1,1,61,Texas,192434.11,Tretyakova,0,3
2104,2105,15719561,768,Male,0.0,3,0,0,42,Texas,60686.4,Lin,0,5
2105,2106,15615096,492,Female,0.0,2,1,1,31,Texas,49463.44,Costa,0,7
2106,2107,15659931,637,Female,123378.2,1,1,0,55,Alabama,81431.99,Ibezimako,1,1
2107,2108,15714586,646,Female,99836.47,1,0,1,42,California,22909.56,Marcelo,0,3
2108,2109,15634949,593,Male,161434.36,2,1,1,74,Alabama,65532.17,Hay,0,5
2109,2110,15589224,596,Male,0.0,2,0,1,41,California,141053.85,Moore,0,5
2110,2111,15795990,722,Female,138311.76,1,1,1,48,Alabama,3472.63,Lumholtz,1,100
2111,2112,15603216,642,Male,0.0,2,1,0,25,Texas,102083.78,Simpson,0,7
2112,2113,15631201,472,Female,0.0,2,1,0,28,California,1801.77,Hill,0,4
2113,2114,15686255,738,Male,101744.84,1,0,0,35,Alabama,,,0,6
2114,2115,15746594,732,Male,0.0,1,1,0,33,California,,Wu,0,8
2115,2116,15718893,404,Female,125456.07,1,1,0,54,Alabama,83715.66,Pirozzi,1,4
2116,2117,15671609,701,Male,0.0,2,1,0,44,Texas,23425.78,Ibeabuchi,0,7
2117,2118,15652540,683,Male,0.0,2,0,1,31,Texas,77326.78,Garnsey,0,2
2118,2119,15774857,460,Female,0.0,2,1,0,27,Texas,156150.08,Synnot,1,7
2119,2120,15791836,690,Male,0.0,2,1,0,29,Texas,108577.97,Wildman,0,5
2120,2121,15651554,618,Female,118449.21,1,1,1,54,Alabama,,Anenechukwu,1,4
2121,2122,15583576,671,Male,0.0,1,0,1,30,Texas,102057.86,Tai,0,2
2122,2123,15732740,765,Female,178095.55,1,0,0,32,California,47247.56,Plant,0,9
2123,2124,15723320,651,Female,109175.14,2,1,0,25,Alabama,114566.47,Azubuike,0,2
2124,2125,15603851,704,Male,127785.17,4,0,0,32,Texas,184464.7,Galkin,1,7
2125,2126,15777923,544,Female,0.0,2,0,1,45,Texas,151401.33,Johnston,0,6
2126,2127,15735719,790,Female,0.0,2,1,1,40,Texas,70607.1,Babbage,0,9
2127,2128,15703482,710,Male,134260.36,2,1,0,34,Alabama,147074.67,Walker,0,9
2128,2129,15605835,743,Male,69143.91,2,0,1,37,Texas,105780.18,Rice,0,8
2129,2130,15664881,702,Male,100054.77,1,1,0,34,Texas,109496.45,Norton,0,4
2130,2131,15757568,704,Female,0.0,1,1,1,45,Texas,137739.45,Bogolyubov,0,6
2131,2132,15792660,614,Male,116248.88,1,1,0,38,Texas,105140.92,Gibbons,0,2
2132,2133,15599722,609,Female,86053.52,2,1,1,43,California,113276.46,Chia,1,6
2133,2134,15726354,688,Female,123157.95,1,1,0,32,Texas,172531.23,Smith,0,6
2134,2135,15610355,713,Male,63438.91,1,1,0,44,Texas,64375.4,Hunter,0,1
2135,2136,15704284,736,Male,95295.39,1,1,0,57,Alabama,28434.44,Ekechukwu,1,9
2136,2137,15621893,727,Male,133550.67,1,1,1,18,Texas,46941.41,Bellucci,0,4
2137,2138,15588219,850,Female,106871.81,2,1,0,38,Texas,29333.01,Ford,0,1
2138,2139,15688619,718,Male,105266.32,2,1,1,45,California,193724.51,Scott,0,3
2139,2140,15765518,643,Female,105229.53,1,1,0,51,Texas,34967.75,Gregson,1,2
2140,2141,15616931,653,Male,102768.42,1,1,0,41,Texas,55663.85,Moore,0,8
2141,2142,15758372,674,Male,0.0,2,1,1,18,Texas,55753.12,Wallace,1,7
2142,2143,15782591,690,Male,112689.95,1,1,0,35,Texas,176962.31,Cook,0,6
2143,2144,15612109,819,Male,122334.26,2,1,1,38,Texas,181507.44,Speth,0,9
2144,2145,15613712,634,Male,0.0,2,1,0,34,California,61995.57,Boag,0,1
2145,2146,15639322,633,Male,137847.41,2,1,0,33,California,98349.13,Grave,0,4
2146,2147,15594349,850,Male,122486.47,1,0,1,49,Texas,59748.19,Streeten,0,5
2147,2148,15574167,665,Male,101286.11,1,1,1,,Texas,159840.51,Fox,0,2
2148,2149,15811842,630,Male,0.0,2,1,1,26,California,6656.64,Artemyeva,0,7
2149,2150,15648794,836,Male,101247.06,1,1,0,57,California,37141.62,Giordano,0,4
2150,2151,15771211,668,Male,86977.96,1,0,1,38,Texas,,Perkins,0,10
2151,2152,15588614,753,Male,0.0,1,1,0,57,Texas,159475.08,Walton,1,7
2152,2153,15630698,745,Female,110123.59,1,0,1,,Texas,51548.14,Hay,1,9
2153,2154,15694200,693,Male,178111.82,1,0,0,36,Texas,58719.63,Gardner,1,8
2154,2155,15721426,606,Male,126306.64,3,0,0,,Alabama,7861.68,Milne,1,10
2155,2156,15725997,660,Female,100768.77,1,1,0,35,Texas,19199.61,She,0,6
2156,2157,15762138,608,Male,0.0,2,1,0,,Texas,178504.29,Hu,0,5
2157,2158,15750649,744,Female,0.0,2,1,1,44,Texas,189016.14,Uwakwe,0,3
2158,2159,15685706,731,Female,118991.79,1,1,1,40,Texas,156048.64,Bird,0,7
2159,2160,15641835,683,Male,140997.26,1,0,1,72,Texas,52876.41,Anderson,0,3
2160,2161,15586821,727,Male,0.0,2,0,1,28,Texas,19653.08,Bellew,0,5
2161,2162,15569678,561,Male,166824.59,1,1,0,32,Alabama,139451.98,Cocci,0,6
2162,2163,15793842,700,Female,76322.69,1,1,0,34,Texas,128136.29,Krichauff,0,2
2163,2164,15667554,605,Male,0.0,2,1,1,35,Texas,,Cameron,0,6
2164,2165,15794479,767,Male,149083.7,1,1,1,77,California,190146.83,Becker,0,8
2165,2166,15585041,511,Male,0.0,2,0,1,33,Texas,158313.87,Ainsworth,0,7
2166,2167,15780650,667,Male,0.0,1,1,1,40,Texas,96670.2,Biryukov,0,9
2167,2168,15780846,787,Male,126588.81,2,0,1,33,Texas,,Redding,0,1
2168,2169,15805260,705,Female,143249.67,1,1,0,56,Alabama,,Wood,1,2
2169,2170,15621629,773,Male,81844.91,2,1,1,43,Alabama,35908.46,Scott,0,8
2170,2171,15662151,554,Male,0.0,1,0,1,40,Texas,168780.04,Gould,0,4
2171,2172,15747174,526,Male,190298.89,2,1,1,58,Alabama,191263.76,Hao,0,9
2172,2173,15651585,661,Male,117212.18,1,1,1,35,Alabama,83052.03,Power,0,2
2173,2174,15649738,698,Female,0.0,2,1,1,46,Texas,125962.02,White,0,0
2174,2175,15633108,646,Male,139848.17,1,1,0,26,Texas,164696.27,Thorpe,0,4
2175,2176,15769254,757,Female,101861.36,2,0,0,34,Alabama,,,0,9
2176,2177,15704746,699,Male,167455.66,2,1,1,35,California,55324.49,Inman,0,2
2177,2178,15637644,667,Female,0.0,2,0,1,24,Texas,34335.55,Hanson,0,4
2178,2179,15609562,774,Female,116360.07,1,1,0,43,California,17004.14,MacDonald,0,1
2179,2180,15787459,745,Male,88466.82,1,0,0,40,California,116331.42,Parkes,0,3
2180,2181,15762902,649,Female,0.0,2,0,1,42,Texas,22974.01,Stanley,0,7
2181,2182,15738605,634,Female,123642.36,1,1,1,46,Alabama,49725.16,Fischer,1,5
2182,2183,15724889,665,Male,0.0,1,0,1,38,California,,Chinweuba,0,9
2183,2184,15730735,713,Male,72286.84,2,1,1,38,Texas,26136.89,Henning,0,9
2184,2185,15689147,652,Female,0.0,2,1,0,40,Texas,,Ogochukwu,0,1
2185,2186,15730397,739,Male,109681.61,1,1,1,40,California,193321.3,Narelle,0,1
2186,2187,15762169,556,Male,145018.64,2,1,0,37,Alabama,90928.02,Bergman,1,9
2187,2188,15589320,699,Male,0.0,1,1,1,34,California,76510.46,Sagese,0,8
2188,2189,15799211,708,Female,187487.63,1,1,1,32,California,120115.5,Anenechi,0,8
2189,2190,15798310,480,Male,165692.91,1,1,1,35,Texas,197984.58,Palerma,0,2
2190,2191,15609998,700,Female,137648.41,1,1,0,59,Alabama,,Okwudilichukwu,1,5
2191,2192,15583548,525,Female,118560.0,1,1,0,47,California,82522.61,Harrison,0,6
2192,2193,15761763,845,Male,164385.53,1,1,0,33,Texas,150664.97,Jamieson,0,8
2193,2194,15764409,613,Male,108286.5,1,1,1,37,Texas,114153.44,Goodman,0,9
2194,2195,15710161,850,Female,0.0,2,1,1,34,Texas,171706.66,Ko,0,2
2195,2196,15735246,798,Female,0.0,2,0,0,58,California,119071.56,Norman,0,9
2196,2197,15791700,773,Male,118079.47,4,1,1,47,Alabama,143007.49,Ugochukwutubelum,1,2
2197,2198,15670753,614,Male,127283.78,1,1,1,35,California,31302.35,Uvarova,0,2
2198,2199,15573876,473,Male,0.0,2,1,0,48,California,71139.8,Chia,0,8
2199,2200,15770174,762,Male,141389.06,1,1,0,29,Texas,54122.89,Piazza,0,6
2200,2201,15641114,701,Male,130091.5,1,1,1,37,Texas,120031.29,Power,0,8
2201,2202,15682435,600,Male,143744.77,2,1,0,35,Texas,104076.51,P'eng,0,4
2202,2203,15751788,850,Male,97408.03,1,1,1,28,California,175853.64,Johnson,0,9
2203,2204,15672598,613,Male,111927.45,1,1,1,30,California,175795.87,Walker,0,9
2204,2205,15762803,509,Male,0.0,2,1,0,31,Texas,15360.91,Innes,0,3
2205,2206,15812982,509,Male,0.0,1,0,0,38,California,,Francis,0,2
2206,2207,15597901,609,Male,0.0,1,1,1,34,Texas,181177.9,Chidozie,0,1
2207,2208,15731507,456,Female,188285.68,1,0,0,33,Texas,58363.94,Mackenzie,0,1
2208,2209,15809826,728,Female,109705.52,1,1,0,46,Texas,20276.87,Craigie,1,2
2209,2210,15764237,663,Male,0.0,2,0,0,33,California,91514.62,Manfrin,0,9
2210,2211,15769917,673,Female,127122.79,3,0,1,34,Alabama,76703.1,Onyekachi,0,1
2211,2212,15641850,717,Male,98241.04,1,1,0,40,Texas,110887.14,Pethard,0,0
2212,2213,15770974,741,Female,170840.08,2,0,0,37,Alabama,109843.16,Nwabugwu,0,8
2213,2214,15803749,498,Female,87541.06,2,1,1,41,Alabama,,DeRose,1,4
2214,2215,15684999,850,Female,62610.96,2,0,1,26,Texas,179365.1,Ch'eng,0,4
2215,2216,15770225,493,Male,0.0,2,1,1,36,Texas,65816.53,Padovesi,0,9
2216,2217,15627484,686,Female,113328.93,1,1,0,47,Texas,124170.9,Obielumani,0,5
2217,2218,15610337,666,Male,104832.49,1,1,0,35,California,175015.12,Stephens,0,2
2218,2219,15752488,733,Female,102289.85,1,1,1,31,California,115441.66,Emery,0,9
2219,2220,15610056,631,Female,125227.82,2,0,1,34,Alabama,128247.03,Dufresne,0,6
2220,2221,15806049,714,Female,140510.89,1,1,0,49,Alabama,141914.94,Lee,0,5
2221,2222,15736069,767,Female,132253.22,1,1,0,35,Alabama,115566.57,Hsing,1,6
2222,2223,15763662,711,Male,39043.29,2,1,1,43,Alabama,175423.69,Longo,0,2
2223,2224,15615575,722,Male,0.0,2,1,1,34,Texas,133447.49,Vial,0,8
2224,2225,15691723,631,Male,99685.06,1,1,0,55,California,,Chukwudi,0,9
2225,2226,15774098,701,Male,125385.49,2,0,1,38,Alabama,52044.66,Grant,0,3
2226,2227,15750808,790,Male,131365.37,2,1,1,,California,180290.68,Ma,0,2
2227,2228,15744368,633,Male,98308.51,1,1,1,,California,132034.13,Sun,0,6
2228,2229,15610594,644,Female,0.0,2,1,0,37,Texas,20968.88,Moss,0,8
2229,2230,15756125,757,Male,140856.16,2,1,0,44,California,158735.1,Booth,0,5
2230,2231,15623277,696,Female,0.0,2,1,1,30,Texas,196134.44,Ross,0,8
2231,2232,15795954,746,Male,172274.01,1,1,0,35,Texas,22374.97,Ndukaku,0,2
2232,2233,15671969,649,Male,0.0,2,1,0,36,California,161668.15,Pruneda,0,8
2233,2234,15791268,565,Male,122447.76,1,0,0,38,California,67339.34,Neumann,0,0
2234,2235,15713655,720,Female,0.0,2,1,1,38,Texas,56229.72,Calabrese,1,100
2235,2236,15633930,648,Female,157559.59,2,1,0,56,California,140991.23,Yobachukwu,0,6
2236,2237,15712849,632,Male,126550.7,1,0,0,41,Alabama,177644.52,Tung,1,3
2237,2238,15639077,622,Female,158584.82,3,1,0,30,Texas,142342.55,Marchesi,1,2
2238,2239,15808784,835,Male,163569.61,2,1,1,28,Texas,154559.28,Hess,0,2
2239,2240,15648577,493,Female,0.0,1,1,1,31,Texas,176570.28,Pickering,1,3
2240,2241,15670345,785,Female,127211.45,1,0,0,33,Alabama,191961.83,Mazzi,0,6
2241,2242,15633112,681,Male,118199.97,2,1,0,42,Alabama,9452.88,Madukaego,1,3
2242,2243,15714397,621,Female,101014.08,2,1,1,30,Alabama,165257.31,Trentino,0,2
2243,2244,15780038,756,Male,119208.85,1,1,0,38,California,169763.89,Paterson,0,6
2244,2245,15756305,515,Female,0.0,2,1,1,66,Texas,160663.11,Marchesi,0,6
2245,2246,15578799,625,Female,53772.73,1,1,1,58,Texas,,,1,100
2246,2247,15800326,717,Female,0.0,2,1,0,39,California,93275.61,Poole,0,6
2247,2248,15785485,595,Female,138878.81,1,0,1,41,Alabama,112269.67,Zhou,0,2
2248,2249,15783958,539,Female,130922.81,2,0,0,37,California,2186.83,Bates,0,1
2249,2250,15727546,762,Male,0.0,2,1,1,,Texas,43075.7,Olejuru,0,9
2250,2251,15739576,706,Male,0.0,2,1,1,20,California,12368.11,Bustard,0,8
2251,2252,15631333,677,Female,130866.19,1,1,0,25,California,42410.21,Wade,0,8
2252,2253,15604782,733,Female,187257.94,1,0,1,33,Alabama,190430.81,Tan,0,7
2253,2254,15589643,684,Female,0.0,1,1,1,41,California,138394.37,Ngozichukwuka,0,7
2254,2255,15585533,679,Male,147733.64,1,0,1,36,Texas,172501.38,Calabrese,0,6
2255,2256,15681506,478,Male,0.0,2,1,1,43,California,,,0,1
2256,2257,15630551,696,Male,163139.27,1,1,1,33,Texas,,Forbes,0,2
2257,2258,15698349,686,Female,0.0,2,1,1,35,California,159676.55,Davy,0,4
2258,2259,15776631,466,Female,119540.15,1,0,1,36,Texas,80603.99,Ma,0,5
2259,2260,15762216,686,Female,129553.76,2,1,0,41,Texas,187599.8,Barrera,0,4
2260,2261,15623927,576,Male,0.0,2,1,1,55,Texas,94450.97,Alexander,0,9
2261,2262,15681402,763,Female,66101.89,1,1,1,61,Alabama,143981.27,Ngozichukwuka,0,1
2262,2263,15586264,572,Male,140431.98,1,1,0,43,Texas,26450.57,Murray,1,2
2263,2264,15594685,757,Female,0.0,2,0,0,49,Texas,164482.92,Hall,0,2
2264,2265,15812945,582,Female,0.0,1,1,1,29,Texas,84012.81,Padovesi,0,0
2265,2266,15734628,623,Female,0.0,2,1,0,35,Texas,101192.08,Lysaght,0,5
2266,2267,15629323,617,Female,116471.43,2,1,0,37,Alabama,175324.74,Kelechi,1,4
2267,2268,15666823,425,Male,0.0,2,1,0,39,Texas,197226.32,Nebechi,0,4
2268,2269,15777553,659,Female,123785.24,1,1,0,56,Texas,,Hanson,1,9
2269,2270,15613097,605,Female,0.0,2,0,1,33,Texas,83700.66,Kao,0,4
2270,2271,15622217,538,Female,88758.95,2,0,0,38,Texas,28226.15,Tu,1,8
2271,2272,15703588,665,Male,153611.83,2,1,0,25,Alabama,,,0,5
2272,2273,15570835,491,Female,112044.72,1,1,1,57,Alabama,41229.73,Fallaci,1,4
2273,2274,15679299,726,Female,123826.07,1,0,1,27,California,78970.58,Shen,0,7
2274,2275,15808044,580,Female,106804.26,3,1,0,,Texas,107890.69,Ts'ui,1,9
2275,2276,15579208,550,Female,0.0,2,1,1,48,Texas,191870.28,Chikezie,0,6
2276,2277,15684951,542,Female,68892.77,2,1,0,59,Texas,7905.06,He,1,2
2277,2278,15667620,732,Female,0.0,2,1,0,43,Texas,65731.53,Dreyer,0,6
2278,2279,15582960,473,Female,125827.43,1,0,1,33,Texas,145698.73,Short,0,5
2279,2280,15590730,745,Male,0.0,2,1,0,34,California,50046.25,Hunt,0,9
2280,2281,15763747,732,Male,0.0,2,1,1,36,Texas,60830.24,Ricci,0,7
2281,2282,15778320,848,Female,148495.64,1,0,0,40,Alabama,158853.98,Teng,0,5
2282,2283,15642787,572,Male,133043.66,1,0,0,37,Texas,111243.09,Ijendu,0,1
2283,2284,15624633,702,Male,74989.58,1,1,1,45,Texas,171014.69,Kibby,0,9
2284,2285,15766765,664,Male,60263.23,1,1,0,39,Alabama,,Obiuto,0,7
2285,2286,15783615,630,Male,129370.91,4,1,1,50,Alabama,47775.34,Ramos,1,3
2286,2287,15640161,618,Male,157955.83,2,0,0,44,Alabama,139297.71,Calabrese,0,5
2287,2288,15619889,556,Male,0.0,1,1,0,26,Texas,195167.38,Vasin,0,4
2288,2289,15579166,619,Female,70729.17,1,1,1,30,Texas,160948.87,Munro,0,7
2289,2290,15789097,644,Male,0.0,2,0,1,48,Texas,,Keeley,1,8
2290,2291,15674880,658,Male,0.0,2,1,0,50,California,52137.73,Archer,0,2
2291,2292,15778157,598,Male,90721.52,2,1,0,27,California,109296.18,Murray,0,8
2292,2293,15779064,677,Male,0.0,2,1,1,27,Texas,20092.89,Chidiegwu,0,2
2293,2294,15801265,689,Female,57784.22,1,1,0,45,California,197804.0,Tang,0,0
2294,2295,15589204,591,Male,131765.72,1,1,0,33,Texas,,Farrar,0,9
2295,2296,15664543,699,Male,0.0,1,0,1,40,Texas,152876.13,Shaw,1,7
2296,2297,15582714,749,Male,110022.74,1,0,1,47,Alabama,135655.29,Napolitani,1,9
2297,2298,15797595,709,Female,131569.63,1,1,1,40,Texas,103970.58,Greenhalgh,0,9
2298,2299,15614034,607,Male,164523.5,2,1,1,61,Alabama,35786.76,Martin,0,2
2299,2300,15763171,650,Female,114330.95,1,1,1,25,Alabama,25325.07,Hu,0,2
2300,2301,15647266,651,Female,135923.16,1,1,0,45,California,18732.84,Y?an,0,100
2301,2302,15757577,676,Female,0.0,2,1,1,61,Texas,118522.73,Odili,0,8
2302,2303,15736656,723,Female,0.0,2,0,1,49,Texas,89972.25,H?,0,4
2303,2304,15635078,714,Male,124693.48,1,0,1,45,California,187194.15,Chiemela,0,0
2304,2305,15680141,759,Female,147936.42,1,1,1,35,California,106785.7,Yuan,0,7
2305,2306,15576945,582,Male,0.0,1,1,0,29,Texas,142516.35,Clements,0,0
2306,2307,15602034,697,Female,126558.92,1,1,0,34,Texas,73334.43,Kolesnikov,0,2
2307,2308,15732020,610,Male,106938.11,2,0,1,57,Alabama,186612.47,Rutherford,0,6
2308,2309,15611029,488,Female,140002.35,1,1,0,33,Alabama,123613.81,Hsiung,0,4
2309,2310,15621210,599,Male,123444.72,1,1,1,46,Alabama,31368.08,Angelo,1,9
2310,2311,15569222,781,Male,147107.91,1,1,1,32,Texas,40066.95,Mendes,0,6
2311,2312,15664639,645,Male,128514.84,1,0,0,19,Texas,175969.19,McGregor,0,9
2312,2313,15724223,545,Female,0.0,1,0,0,55,Texas,10034.77,Bronner,1,5
2313,2314,15644621,597,Female,106756.01,2,1,0,40,Alabama,151167.94,Mironova,0,9
2314,2315,15756056,561,Female,0.0,2,1,0,28,California,191387.76,Ku,0,3
2315,2316,15700353,662,Female,0.0,2,1,0,37,Texas,51229.17,Evans,0,6
2316,2317,15624388,649,Female,155393.32,1,1,1,50,Alabama,,Henderson,1,5
2317,2318,15627212,630,Female,110414.48,1,1,1,36,Texas,48984.95,Smith,0,2
2318,2319,15648005,672,Male,0.0,2,1,1,33,California,182738.0,Russell,0,2
2319,2320,15681446,636,Female,157098.52,1,1,1,37,Alabama,153535.27,Sun,0,9
2320,2321,15775888,593,Female,85626.6,1,1,1,38,Alabama,125079.65,McDonald,0,5
2321,2322,15749019,545,Male,93796.42,2,1,1,45,Alabama,162321.26,Wong,0,6
2322,2323,15709928,567,Female,0.0,2,1,0,41,California,3414.72,Niu,0,1
2323,2324,15784676,583,Male,125268.03,2,1,0,51,Texas,165082.25,Fanucci,0,6
2324,2325,15748116,681,Female,148143.84,1,1,1,29,Texas,52021.39,Zetticci,0,2
2325,2326,15612193,762,Male,115545.33,2,1,0,29,California,148256.43,Hsia,0,10
2326,2327,15762984,648,Male,0.0,2,0,0,35,California,122899.01,McIntosh,0,7
2327,2328,15613713,644,Male,44928.88,1,1,1,30,Texas,,,0,5
2328,2329,15664204,706,Male,0.0,2,1,1,29,California,18255.51,Meany,0,2
2329,2330,15639415,850,Male,162442.35,1,1,0,35,Texas,183566.78,Thompson,0,3
2330,2331,15806332,484,Female,0.0,2,1,1,39,California,175224.12,Le Gallienne,0,5
2331,2332,15614929,508,Male,96213.82,2,1,0,28,Alabama,147913.56,Cheng,0,0
2332,2333,15695492,439,Female,156569.43,1,1,0,29,Texas,180598.66,P'eng,0,6
2333,2334,15635972,484,Male,0.0,2,1,0,36,California,186136.48,Lloyd,0,8
2334,2335,15616380,803,Female,0.0,2,0,0,37,California,7455.2,Wheeler,0,1
2335,2336,15581440,724,Female,110463.25,2,1,1,48,Alabama,80552.11,Christie,1,6
2336,2337,15654390,640,Male,154575.76,1,1,0,33,Texas,,,1,7
2337,2338,15660688,701,Female,0.0,2,0,0,35,California,170996.86,King,0,9
2338,2339,15806307,537,Male,0.0,2,1,1,37,Texas,20603.32,Favors,0,3
2339,2340,15647975,651,Male,147037.32,1,0,0,26,Alabama,141763.26,Vida,0,5
2340,2341,15595728,523,Male,119276.31,1,0,0,41,Alabama,122284.38,Thomas,1,0
2341,2342,15735388,717,Female,108664.85,2,1,0,25,Texas,190011.85,Wayn,0,7
2342,2343,15788535,593,Male,0.0,1,1,0,,California,128046.98,Tan,0,5
2343,2344,15765902,706,Male,163034.82,2,1,1,38,Alabama,135662.17,Gibson,0,5
2344,2345,15642345,714,Female,93059.34,1,1,0,49,Alabama,7571.51,Y?,1,4
2345,2346,15641250,794,Male,179581.31,1,1,0,38,California,,Calabresi,0,9
2346,2347,15706163,518,Male,113625.93,1,0,0,46,Alabama,92727.42,Enyinnaya,1,4
2347,2348,15746708,589,Male,119961.48,1,1,0,55,Alabama,65156.83,Ritchie,1,7
2348,2349,15775203,824,Male,129209.48,1,0,0,45,Texas,60151.77,Chia,0,3
2349,2350,15787907,719,Female,137227.04,3,1,0,42,Alabama,149097.38,Wang,1,5
2350,2351,15646764,617,Female,119024.75,2,1,0,58,Alabama,35199.24,Lorenzo,1,3
2351,2352,15678284,651,Male,74623.5,3,1,0,35,Texas,,Pai,1,7
2352,2353,15726791,637,Female,157929.45,1,1,1,45,California,145134.49,Nuttall,0,2
2353,2354,15813144,554,Female,92606.86,2,1,0,26,Texas,192709.69,Osborne,0,7
2354,2355,15669342,731,Male,127862.93,2,1,0,35,Alabama,139083.7,Ferri,0,2
2355,2356,15710366,569,Female,0.0,1,1,1,42,California,83629.6,Hamilton,0,1
2356,2357,15614934,625,Female,142711.81,1,1,0,37,Alabama,35625.41,McEwan,0,4
2357,2358,15588701,592,Female,0.0,2,1,0,38,Texas,35338.96,Lai,0,4
2358,2359,15665438,669,Male,163159.85,1,0,1,43,Texas,,,0,1
2359,2360,15644896,663,Male,108586.86,1,1,1,32,Alabama,182355.21,Thompson,0,3
2360,2361,15670205,518,Female,110624.99,1,1,0,41,Alabama,89327.67,Boyd,0,5
2361,2362,15635776,686,Female,154846.24,2,1,1,43,Alabama,151903.6,Trevisani,0,5
2362,2363,15791053,709,Male,122917.71,1,1,1,45,Alabama,11.58,Lucciano,1,4
2363,2364,15644005,571,Female,0.0,2,0,1,33,Texas,77519.62,Holman,0,9
2364,2365,15796343,707,Female,82787.93,2,0,0,31,Texas,91423.69,Bazhenov,0,2
2365,2366,15751057,701,Male,102500.34,1,0,0,32,Alabama,106287.77,Douglas,0,5
2366,2367,15623430,672,Male,0.0,2,1,0,34,Texas,161800.77,Hill,0,9
2367,2368,15682600,620,Male,159492.79,1,1,0,39,Alabama,80582.34,Lo,1,9
2368,2369,15769312,557,Male,0.0,2,1,1,48,California,185094.48,Forbes,0,10
2369,2370,15708212,648,Female,118241.02,1,1,0,54,California,172586.89,Lin,0,7
2370,2371,15650258,479,Female,113090.4,1,1,0,35,Texas,,,0,2
2371,2372,15604345,730,Female,65763.57,1,1,1,22,Texas,145792.01,Kemp,0,9
2372,2373,15578297,737,Female,125537.38,1,1,0,43,Alabama,138510.01,Ebelegbulam,1,1
2373,2374,15671789,616,Male,94263.91,2,1,0,31,Texas,168895.06,Woods,0,3
2374,2375,15726186,639,Male,133434.57,2,1,0,29,California,97983.44,Genovese,0,4
2375,2376,15764618,815,Female,0.0,1,1,1,39,California,85167.88,Tseng,0,6
2376,2377,15730738,786,Male,0.0,2,1,1,31,California,18210.36,Chiang,0,9
2377,2378,15637650,549,Male,94748.76,2,0,1,50,Texas,13608.18,Williams,0,9
2378,2379,15606267,622,Female,98640.74,1,1,1,38,Texas,110457.99,Wilson,0,4
2379,2380,15625904,624,Male,74681.9,2,0,0,26,Texas,31231.35,Wang,0,9
2380,2381,15654463,841,Male,0.0,2,1,0,34,Texas,141582.66,Moore,0,4
2381,2382,15774151,614,Female,179915.85,1,0,0,41,California,14666.35,Iadanza,0,7
2382,2383,15693259,676,Male,128207.23,1,1,1,30,Texas,55400.17,Wallace,0,1
2383,2384,15642468,697,Male,132739.26,2,0,0,42,Texas,174667.65,Clark,0,9
2384,2385,15758531,732,Female,0.0,2,1,0,40,Texas,154189.08,Y?,0,100
2385,2386,15728352,623,Male,120509.81,1,0,0,27,Texas,142170.44,Yermakov,0,4
2386,2387,15637240,541,Male,124547.13,2,1,0,46,Texas,94499.06,Wei,0,4
2387,2388,15595588,773,Female,0.0,2,0,1,39,California,182081.45,Chukwunonso,0,4
2388,2389,15778395,762,Male,88815.56,2,1,0,34,Alabama,68562.26,McIntyre,1,4
2389,2390,15711825,655,Female,82231.51,2,1,0,35,California,88798.02,Ts'ai,0,1
2390,2391,15599251,602,Male,184715.86,2,1,0,32,Alabama,113781.99,Chung,0,7
2391,2392,15570004,850,Male,0.0,2,1,0,31,Texas,121866.87,Tsou,0,3
2392,2393,15656912,649,Male,0.0,1,1,1,51,California,150390.57,Aitken,0,4
2393,2394,15657342,850,Male,147972.19,1,1,0,28,Alabama,60708.72,Dawson,1,4
2394,2395,15716284,543,Male,0.0,2,1,1,43,Texas,78858.07,Ward,0,9
2395,2396,15672374,672,Male,170008.84,1,0,0,52,Texas,56407.42,Pai,1,8
2396,2397,15732476,600,Female,0.0,2,0,1,27,Texas,125698.97,Ifeanyichukwu,0,3
2397,2398,15747724,671,Female,0.0,1,1,0,34,California,23235.38,Briggs,0,100
2398,2399,15633877,706,Female,95386.82,1,1,1,42,California,75732.25,Morrison,0,8
2399,2400,15672516,541,Male,90373.28,2,1,0,51,Alabama,179861.79,Wall,0,7
2400,2401,15607827,711,Male,133467.77,2,1,1,34,Alabama,42976.64,Nebechukwu,0,4
2401,2402,15751336,630,Male,0.0,2,0,1,30,California,10486.69,Yao,0,3
2402,2403,15646539,531,Male,96288.26,1,1,0,31,Texas,56794.73,Liao,0,3
2403,2404,15756901,641,Female,91547.84,2,0,1,26,Texas,28157.34,Ch'ang,0,4
2404,2405,15809286,631,Male,138292.64,2,0,0,37,Alabama,152422.91,Burke,1,8
2405,2406,15759021,685,Male,0.0,1,1,0,,Texas,167033.83,Kay,0,9
2406,2407,15725039,702,Male,71667.74,1,1,1,32,California,126082.18,McIntyre,0,8
2407,2408,15579130,708,Female,118994.84,1,1,0,,Alabama,181499.77,Chidiegwu,1,0
2408,2409,15754112,653,Male,0.0,2,1,1,55,California,41967.03,Musgrove,0,7
2409,2410,15735522,654,Male,145610.07,2,0,0,37,Alabama,186300.59,Boulger,0,2
